Disease,Gender,symptoms,Cure
Hypothyroidism,male,"weight gain,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,cold intolerance,weight gain,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,male,"cold intolerance,fatigue,weight gain,depression",Thyroid hormone replacement therapy
Hypothyroidism,male,"cold intolerance,depression,weight gain,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,depression,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,fatigue,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,male,"cold intolerance,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,male,"fatigue,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,male,"cold intolerance,weight gain,depression",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,male,"cold intolerance,fatigue,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,weight gain,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"fatigue,depression,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,male,"fatigue,depression,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,male,"cold intolerance,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,male,"fatigue,depression,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,depression,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,male,"fatigue,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,cold intolerance,depression,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,weight gain,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,fatigue,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,male,"depression,weight gain,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,male,"weight gain,cold intolerance,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,weight gain,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,cold intolerance,fatigue,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,fatigue,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,depression,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,depression,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,weight gain,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,depression,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,depression,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,depression,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,weight gain,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,weight gain,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,weight gain,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,weight gain,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,cold intolerance,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"depression,weight gain,fatigue,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,depression,cold intolerance,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"fatigue,weight gain,cold intolerance",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,fatigue,depression",Thyroid hormone replacement therapy
Hypothyroidism,female,"weight gain,cold intolerance,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,fatigue,depression,weight gain",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,weight gain,depression,fatigue",Thyroid hormone replacement therapy
Hypothyroidism,female,"cold intolerance,depression,weight gain,fatigue",Thyroid hormone replacement therapy
Pancreatitis,male,"vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,fever,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,vomiting,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,fever,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,nausea,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,fever,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,upper abdominal pain,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,vomiting,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"fever,vomiting,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,nausea,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,nausea,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"fever,nausea,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,vomiting,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,nausea,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"fever,vomiting,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,vomiting,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,vomiting,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"fever,nausea,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,fever,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"nausea,vomiting,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,fever,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"fever,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"upper abdominal pain,fever,vomiting,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,male,"fever,nausea,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,nausea,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,upper abdominal pain,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,vomiting,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,upper abdominal pain,vomiting,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,fever,upper abdominal pain,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,nausea,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,nausea,vomiting,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,nausea,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,vomiting,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,fever,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,fever,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,nausea,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,nausea,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,nausea,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,upper abdominal pain,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,fever,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,vomiting,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,upper abdominal pain,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,upper abdominal pain,nausea,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,vomiting,upper abdominal pain,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,vomiting,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,upper abdominal pain,fever,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,vomiting,nausea,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,upper abdominal pain,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"fever,vomiting,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,fever,vomiting,nausea","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"upper abdominal pain,fever,nausea,vomiting","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"nausea,vomiting,fever,upper abdominal pain","Hospitalization, IV fluids, pain management"
Pancreatitis,female,"vomiting,nausea,upper abdominal pain,fever","Hospitalization, IV fluids, pain management"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,chest pain,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,sore throat,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,sore throat,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,sore throat,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,chest pain,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,regurgitation,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,chest pain,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,sore throat,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,regurgitation,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,regurgitation,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,regurgitation,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,regurgitation,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,sore throat,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,chest pain,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,heartburn,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,regurgitation,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,regurgitation,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"chest pain,heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,regurgitation,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,chest pain,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"sore throat,chest pain,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),male,"regurgitation,chest pain,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,regurgitation,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,chest pain,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,heartburn,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,sore throat,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,chest pain,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,sore throat,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,chest pain,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,chest pain,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,sore throat,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,chest pain,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,chest pain,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,chest pain,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,sore throat,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,regurgitation,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,heartburn,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,chest pain,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,regurgitation,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,heartburn,chest pain,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,sore throat,heartburn,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,regurgitation,sore throat,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"regurgitation,heartburn,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,chest pain,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,heartburn,chest pain,regurgitation","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"heartburn,chest pain,regurgitation,sore throat","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"sore throat,heartburn,regurgitation,chest pain","Antacids, dietary changes, surgery if needed"
Gastroesophageal Reflux Disease (GERD),female,"chest pain,sore throat,regurgitation,heartburn","Antacids, dietary changes, surgery if needed"
